ID,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,level
446,9680315,9680315,9680029,19,6,3309330,3346753,7218.728561,9867.511723,240.0748323,188451.9254,6,3309274,4167.160999,72956.43094,9251785,9251785,9251785,0,3309274,3309274,3309274,0,EMAIL
447,14994288,14993475,14994113,65,15,74619,68361,33318.83333,26775.20179,67.49236776,25226.07276,9,68053,14831.1454,17383.25349,-1,0,-1,0,-1,0,-1,0,VOIP
448,14871660,14870645,14871660,0,4,178764,174778,3539.786955,4890.384742,487.1009692,385931.6983,0,152450,2053.245893,11207.14953,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
449,2110,2110,1815,2110,1815,2110,1815,2110,1815,1895.734597,590521.327,58,1815,703.3333333,966.8825334,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
450,14988246,14988246,14979916,8,74,75876,92767,19618.12304,25782.98795,89.87042246,35110.31244,8,75875,11135.39822,13068.51831,-1,0,-1,0,-1,0,-1,0,VOIP
451,408188,407874,408188,731,770,217334,257806,101968.5,102047,24.49851539,12597.13661,40,217334,45354.22222,73898.16454,-1,0,-1,0,-1,0,-1,0,CHAT
452,14234603,14234603,14195361,50,9,2190771,2190965,241264.4576,267837,8.00865328,3595.74482,9,2190492,125969.9381,327661.6617,1647010,3549071.5,6173178,1989306.111,1000230,1494124.5,2190492,541035.9249,BROWSING
453,14884958,14883316,14884958,0,0,139064,138306,6109.735632,3144.266582,481.8287025,422457.5575,0,138301,2075.7158,7760.953764,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
454,14733713,14733667,14696872,0,0,4126350,4164221,17272.76319,8848.207104,170.7648303,150120.7469,0,4126309,5858.335189,102840.121,3207160,3771591,4336022,798225.9752,2997504,3561906.5,4126309,798185.6701,VIDEO-STREAMING
455,14985611,14947882,14985611,0,0,166273,139162,6264.829003,8495.244331,277.06578,212411.6261,0,130417,3610.120694,13353.26292,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
456,14638501,14638119,14638453,0,0,1639988,1639949,15424.78293,7537.823378,197.629525,174698.6252,0,1639949,5061.722337,46006.72242,6126009,7162752.5,8199496,1466176.718,1446316,1543132.5,1639949,136919.2074,P2P
457,9884947,9884947,9884775,0,0,3387055,3425749,7343.942793,10076.22324,235.6107726,184687.1814,0,3387014,4246.111254,74433.86023,9529321,9529321,9529321,0,3387014,3387014,3387014,0,EMAIL
458,14998882,14989851,14998882,159,30,71209,71718,36650.00244,27673.21402,63.53806904,23295.53629,16,70974,15755.12815,17879.53095,-1,0,-1,0,-1,0,-1,0,VOIP
459,14977211,14940777,14977211,0,0,202406,166289,2680.921766,3724.747824,640.7067377,508936.2098,0,166289,1560.939135,9329.444617,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
460,14661626,14661310,14661369,1666,1349,13773255,13773281,2932262,2932273.8,0.818463109,290.0087616,34,13773221,1332875.091,4131442.019,14659960,14700000,14659960,0,13773221,13800000,13773221,0,FILE-TRANSFER
461,14996544,14996328,14996032,7,63,83667,61140,18089.65983,22929.71254,99.02281486,40755.05663,7,61140,10105.48787,12434.32198,-1,0,-1,0,-1,0,-1,0,VOIP
462,13836020,13836020,13835543,68,40,3490615,3490763,345900.5,329417.6905,6.071110045,2887.896953,10,3490573,166699.0361,540330.7831,1794039,3304158.75,4942107,1386285.249,1256947,2377423.25,3490573,917340.5229,CHAT
463,14494160,14493583,14494160,147,1252,2555650,2556160,630155.7826,690198.0952,3.173692025,1341.229847,39,2555650,322092.4444,583973.3578,4197064,4831248,5794574,848092.2073,1722490,2091578,2555650,424623.7942,BROWSING
464,14987705,14987382,14987705,0,0,158893,196801,6310.476632,3209.358672,470.1853953,414745.2195,0,158687,2127.122481,7888.740809,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
465,11394339,11394293,11394290,906,1114,9406129,9444836,1627756.143,1627755.714,1.404206071,437.4101911,46,9406083,759622.6,2431609.704,1715747,5697145,9678543,5630547.049,1715701,5560892,9406083,5437921.262,VIDEO-STREAMING
466,14975429,14905063,14975429,0,5,349456,349209,6345.280119,8581.907736,273.514702,209447.5557,0,349209,3657.003419,14781.30665,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
467,14991812,14991765,14991618,0,0,1922460,1882821,14116.53955,7259.863438,208.71393,176460.724,0,1882821,4792.778772,51861.52734,2047445,2735197.333,3738273,888423.5672,1458819,1619213.667,1882821,230074.0423,P2P
468,9601607,9601607,9601367,0,0,3553418,3553548,7133.437593,9767.413021,242.771861,189846.1372,0,3553374,4120.861373,77009.9677,9228407,9228407,9228407,0,3553374,3553374,3553374,0,EMAIL
469,14334186,14334186,14333746,7,5,3478356,3478357,286683.72,377203.8421,6.278696258,3405.77414,0,3478314,161058.2697,548218.8494,1924851,2866828.8,3478357,671899.0004,1372420,2205684.8,3478314,884451.406,CHAT
470,14988757,14964616,14988757,64,169,75096,75062,35210.86118,27301.92532,65.11547288,23798.70459,10,74139,15373.0841,17856.58956,-1,0,-1,0,-1,0,-1,0,VOIP
471,14986385,14929015,14986385,0,0,165092,125809,1961.247373,2733.744072,873.8598401,697656.2393,0,125809,1144.435662,7162.387572,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
472,11849101,11849058,11844746,377,366,8886320,8886288,438854,473789.84,4.557307765,1817.353063,32,8886060,223567.9434,1223587.847,10707963,10700000,10707963,0,8886060,8886060,8886060,0,FILE-TRANSFER
473,14967587,14967587,14946736,7,60,81221,112112,20673.46271,26643.02317,85.98580386,32850.9866,7,81221,11638.87014,13650.84191,-1,0,-1,0,-1,0,-1,0,VOIP
474,14520129,14520082,14520082,59,88,3483470,3520296,631307.913,631307.913,3.305755755,1238.14327,14,3483470,308938.9149,801836.0329,1445523,3314560.75,4996124,1497622.805,1080755,2698472.5,3483470,1099090.649,BROWSING
475,14963145,14962868,14963140,0,-41,157023,156802,7176.435492,3694.602469,410.1410499,358357.8853,-41,156802,2438.582953,8440.0237,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
476,12523094,12522849,12522748,16,0,2359175,2400875,48350.76834,26308.29412,58.8512711,48631.59216,0,2359175,17015.07337,142204.4053,2339589,4000547.667,5934961,1813217.595,1637235,2044909,2359175,369923.143,VIDEO-STREAMING
477,14971673,14971427,14906811,1,5,243619,243327,5169.691644,6959.295518,336.6357253,260867.7734,0,243327,2971.159555,12174.05198,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
478,14956281,14955756,14956269,33,0,1489753,1489737,7038.002824,3329.534506,442.556542,385341.8507,0,1489706,2259.93971,27816.83638,1627580,4933683.333,9893434,4374013.913,1001694,1180473.333,1489706,268891.2088,P2P
479,4734206,4734206,4694078,259,151,1229565,1214902,215191.1818,173854.7407,10.77266177,4504.873679,38,1214902,94684.12,214099.369,4334177,4334177,4334177,0,1214902,1214902,1214902,0,EMAIL
480,14424131,14424088,14424088,322,293,4627304,4627307,961605.8667,1030292,2.149176266,793.1846986,29,4627264,480804.3667,1113177.853,2800187,3606022,4992501,968798.062,1595244,3040680.25,4627264,1248234.721,CHAT
481,14989329,14989158,14988804,224,15,75810,75849,35688.47143,27912.11173,63.97884789,23236.33033,15,75608,15646.48121,17674.16893,-1,0,-1,0,-1,0,-1,0,VOIP
482,14937887,14937702,14919218,0,0,147074,138542,1375.859077,1915.421492,1248.369331,996099.6492,0,138542,801.0879498,5492.269324,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
483,14904789,14865448,14904733,261,338,8400991,8401096,825858.2222,828040.7222,2.549516132,828.6598354,43,8400813,402832.1351,1446274.016,1316089,4737990.667,8402589,3549478.387,1312317,4162070.667,8400813,3742814.586,FILE-TRANSFER
484,14986669,14986484,14986410,7,63,96535,103223,20306.88889,25187.2437,89.07916763,36718.23272,7,93615,11234.38456,15002.089,-1,0,-1,0,-1,0,-1,0,VOIP
485,14635731,14635731,14635054,1869,2200,4328315,4327634,1829466.375,1829381.75,1.229866824,383.1035156,38,4327634,860925.3529,1516532.859,1717234,3398247.5,4328268,1160351.134,1120449,3248796,4327634,1450413.545,BROWSING
486,14980570,14980239,14980559,0,0,500758,538223,7086.205771,3641.360963,415.8720262,361612.5421,0,500709,2404.971906,12396.99185,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
487,6977818,6977818,6977419,0,0,411180,409807,8057.526559,4160.655337,364.727197,314979.5538,0,409807,2742.852987,14314.13883,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
488,14981448,14916015,14981448,0,5,349777,349483,5453.753199,7457.16675,316.7918081,245100.8073,0,349483,3157.31254,12991.53204,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
489,14984262,14983986,14984262,10,0,3410869,3411004,13597.08348,6414.495719,229.5742026,201960.9641,0,3410820,4357.156732,65068.18487,1486275,3305797,4227075,1575794.362,1004338,1869232,3410820,1338366.535,P2P
490,9624996,9624996,9624728,4,6,3526557,3526549,7291.663636,10088.81342,236.4676307,186825.8439,4,3526502,4230.767473,77892.04621,9279653,9279653,9279653,0,3526502,3526502,3526502,0,EMAIL
491,14829055,14828726,14829055,8,8,3539825,3578746,195114.8158,224682.6515,9.710665987,5081.105977,8,3539825,103699.6853,390556.592,1329329,2678196.2,5241740,1587171.195,1329283,1896764.6,3539825,932451.6193,CHAT
492,14994410,14994261,14994219,40,12,74666,75413,33694.96854,26727.6631,67.22505254,24862.73218,10,74467,14890.17875,17564.98173,-1,0,-1,0,-1,0,-1,0,VOIP
493,14985178,14930004,14985178,0,4,163968,151469,2892.290585,4009.948622,593.9869383,471240.1147,0,151469,1683.727865,9789.829539,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
494,14743614,14706881,14743614,335,204,3191621,3191631,258015.4561,268065.7091,7.732161192,2728.232033,18,3191577,130474.4602,370547.8111,4907563,6847083.5,8786604,2742896.196,1293684,2242630.5,3191577,1342013.01,FILE-TRANSFER
495,14990169,14990169,14975634,11,63,94685,102336,19267.56941,24193.26979,93.32783373,36237.75022,11,90226,10722.58155,12964.95114,-1,0,-1,0,-1,0,-1,0,VOIP
496,13543600,13543305,13543600,1740,2032,4046126,4006385,712805.5263,712821.0526,2.953424496,1261.555273,42,4006385,347271.7949,767562.5702,1291807,3158145.5,7545071,2942806.55,1252413,2263603.5,4006385,1211434.651,BROWSING
497,6136914,6135187,6136914,28,6,3068692,3068686,42903.40559,23786.48837,65.66818437,54373.7455,4,3068381,15265.95522,158281.2536,4137991,4137991,4137991,0,3068381,3068381,3068381,0,VIDEO-STREAMING
498,7389270,7389270,7352294,0,0,4152438,4152033,28752.02335,15643.17872,98.65656553,81499.79633,0,4151693,10150.09615,155647.887,4152438,4152438,4152438,0,4151693,4151693,4151693,0,VIDEO-STREAMING
499,14992001,14992001,14878630,17,5,160998,148673,5757.296851,7761.413667,301.6942168,233491.8468,5,121350,3315.347413,12608.26434,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
500,14985607,14853968,14985607,28,0,1595091,1557347,14824.31936,7708.645576,196.7220947,166018.6337,0,1557347,5085.038005,51017.85837,2116096,3711854,4769930,1134652.645,1051723,1233116.75,1557347,222296.0619,P2P
501,123,0,0,-1,-1,-1,-1,0,0,16260.1626,5065040.65,123,123,123,0,-1,0,-1,0,-1,0,-1,0,EMAIL
502,14817624,14779812,14817465,29,5,2901288,2941273,162415.5165,182931.6667,11.74277334,6991.336803,5,2901288,85651.00578,349753.6168,1851293,3621181,5850048,1764676.987,1136849,2132614.25,2901288,781713.4304,CHAT
503,14998568,14964348,14998568,35,8,75250,70744,35127.57746,27826.65677,64.47282167,23028.06508,8,70534,15526.46791,17107.3778,-1,0,-1,0,-1,0,-1,0,VOIP
504,14940001,14940001,14875395,0,2,160160,158561,2117.34708,2915.029394,813.989236,647693.5309,0,158561,1228.618503,7756.623118,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
505,12390766,12390428,12390766,254,113,1015091,1015088,206507.1333,225286.6545,9.442515499,3468.066462,18,1015035,106816.9483,222579.3996,12390713,12400000,12390713,0,1015035,1015035,1015035,0,FILE-TRANSFER
506,14993932,14993712,14993679,17,53,90440,90325,18307.34066,22891.11298,98.43982219,39213.79662,9,90189,10165.37763,12546.23855,-1,0,-1,0,-1,0,-1,0,VOIP
507,14918331,14918077,14918040,64,93,2544273,2544271,331512.8222,363854.6341,5.898783182,2620.19927,13,2544230,171475.069,441114.443,1276866,2609503,4409966,1132534.44,1037548,1708561.2,2544230,692628.8351,BROWSING
508,1390203,1390027,1389764,573,292,412864,384232,198575.2857,173720.5,12.22842995,4743.911501,40,383451,86887.6875,149793.8167,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
509,14987289,14987170,14986951,0,0,8689997,8727530,26155.61955,13800.13904,110.8272483,95321.77567,0,8689997,9028.487349,213772.6192,10999042,11000000,10999042,0,8689997,8689997,8689997,0,VIDEO-STREAMING
510,14981301,14914961,14981301,3,4,350866,390300,5443.416423,7398.173333,318.196664,245348.7851,0,350825,3143.369912,12828.949,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
511,14789064,14788728,14780030,33,0,5546131,5504432,37064.4812,20191.29781,76.61066312,62386.16589,0,5504432,13064.54417,190637.4678,3720424,5665739.5,7611055,2751091.563,3238413,4371422.5,5504432,1602317.401,P2P
512,8248177,8248112,8248116,8248112,8248116,8248112,8248116,8248112,8248116,0.484955645,151.0636835,61,8248051,2749392.333,4761978.092,8248116,8248116,8248116,0,8248051,8248051,8248051,0,EMAIL
513,11812064,11811856,11812064,174,265,4384632,4424100,357935.0303,407312.5517,5.418189404,2509.637604,12,4384632,187493.0794,692753.1401,5053663,5423386,5793109,522867.2809,3343662,3864147,4384632,736076.946,CHAT
514,14974169,14965193,14973957,280,29,76225,72324,35631.4119,27525.65625,64.5110924,23358.82545,18,72137,15517.27358,17099.23905,-1,0,-1,0,-1,0,-1,0,VOIP
515,14954083,14953379,14954083,0,0,174523,172101,2818.201847,3895.306851,611.6724108,484956.9178,0,135238,1635.040783,9758.603967,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
516,908018,907704,908018,63797,63790,732752,733079,302568,302672.6667,8.810398032,3310.50706,51,732752,129716.8571,269426.8584,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
517,14969076,14968851,14968794,37,77,64884,84836,19440.06623,25115.42617,91.38840634,35572.40273,0,64884,10950.31163,12672.04239,-1,0,-1,0,-1,0,-1,0,VOIP
518,11983187,11982919,11982590,800,467,2894174,2894216,630679.9474,630662.6316,3.338010164,1297.15075,32,2893762,307261.2051,583056.2373,1448388,2373087.25,4876193,1671292.133,1158321,1735793.5,2893762,783765.4301,BROWSING
519,10921568,10921568,10881837,529,222,8651356,8651427,1560224,1088183.7,1.73967694,710.6122491,69,8651079,606753.7778,2029243.615,1828846,5407825.5,8986805,5061441.348,1022332,4836705.5,8651079,5394338.736,VIDEO-STREAMING
520,9140326,9140277,9102184,0,0,2452475,2452700,19784.14935,10620.98483,144.5243857,124333.3115,0,2452475,6924.489394,74773.40694,3950487,3950487,3950487,0,2452475,2452475,2452475,0,VIDEO-STREAMING
521,14958900,14958677,14893609,0,0,292306,332242,5467.352705,7431.940619,317.0019186,245525.6068,0,292212,3155.220418,12819.11407,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
522,14859848,14848183,14819949,28,0,2373483,2335004,17634.42162,8151.787129,179.1404596,157399.4566,0,2335004,5584.309658,61106.75699,2354762,4651093.667,8112356,3050454.025,1119004,1626151.667,2335004,632595.9053,P2P
523,393574,393574,393053,73,14,392595,392427,65595.66667,98263.25,30.48981894,21030.35261,14,392427,35779.45455,118286.6337,-1,0,-1,0,-1,0,-1,0,EMAIL
524,14345774,14345557,14345263,45,50,2458774,2497486,251676.4386,286905.26,7.598056403,3697.25607,11,2458774,132831.2407,377850.7944,3432717,4609958,5332879,1028328.208,1804870,2080286.333,2458774,338917.9622,CHAT
525,14972492,14972283,14958464,70,0,107299,71083,34900.42657,27959.74579,64.51831799,23283.0981,0,70873,15515.53575,17875.47689,-1,0,-1,0,-1,0,-1,0,VOIP
526,14959195,14920253,14959195,0,0,154733,133115,2006.758978,2794.544181,854.9925313,682172.9378,0,118336,1169.692314,7254.826868,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
527,14617632,14578579,14617572,1707,1550,14158601,14158424,4859526.333,4872524,0.547284266,170.4790489,60,14158327,2088233.143,5324623.274,14160034,14200000,14160034,0,14158327,14200000,14158327,0,FILE-TRANSFER
528,14996330,14996330,14995725,7,60,96785,87906,19551.9296,24664.02138,91.8224659,36417.11005,7,87718,10898.49564,13626.33969,-1,0,-1,0,-1,0,-1,0,VOIP
529,14994054,14993743,14992917,54,90,5649255,5649420,1363067.545,1362992.455,1.600634492,599.5043102,13,5648606,651915.3913,1436884.151,2901929,4997914.333,7618737,2401803.509,2291428,3991852.667,5648606,1679015.015,BROWSING
530,535086,535086,496264,320,238,333317,333031,107017.2,99252.8,22.42630157,8961.176334,14,333031,48644.18182,99961.68026,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
531,2466722,2466722,2428935,0,0,348367,348186,9866.888,5223.516129,290.6691553,248561.0458,0,348186,3445.142458,16848.54011,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
532,14812814,14812760,14774175,164,136,7569138,7569170,2116108.571,1846771.875,1.147654997,476.0067871,22,7569116,925800.875,2375721.458,6428341,7406380,8384419,1383156.018,6389702,6979409,7569116,833971.6372,VOIP
533,14994079,14992899,14955306,5,5,166112,130075,5563.227829,7553.184848,311.9231265,240860.7424,0,127431,3206.603721,12307.92238,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
534,14982589,14982457,14982589,39,5,1536527,1576857,34924.14219,20780.28988,76.88924791,61794.52697,5,1536478,13017.01911,92590.41575,1461502,2425216,4024850,962325.2214,1126227,1369619.4,1536478,188111.0252,P2P
535,14730621,14691998,14691232,32,10,1626142,1585621,136037.0185,139916.4952,14.59544713,7893.014151,7,1585621,68834.67757,207135.9396,1302251,4431552,8940529,4001681.159,1029115,1292223.333,1585621,279486.6988,CHAT
536,14976398,14975179,14976398,0,0,189136,152233,1677.515291,2329.506611,1025.480226,818186.7229,0,152233,975.2163834,6146.017898,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
537,14697774,14697577,14697623,224,21,2947038,2910970,149975.2755,142695.3689,13.81161528,5645.752887,21,2910917,72761.25743,257200.2823,1302362,2872336.5,4442311,2220279.23,1298599,2104758,2910917,1140080.991,FILE-TRANSFER
538,14982557,14982307,14982331,8,10,98497,124846,22700.46515,28537.77333,79.22546198,32252.43862,1,98002,12632.84739,16519.52549,-1,0,-1,0,-1,0,-1,0,VOIP
539,14972194,14972145,14972147,1364,1651,7806432,7806880,831785.8333,831785.9444,2.538038179,893.5898106,28,7806432,404653.8919,1329142.264,4546439,7080990.5,9615542,3584397.106,2620824,5213628,7806432,3666778.581,BROWSING
540,11342776,11341449,11342482,1609,1929,10504334,10504346,2835362.25,2268496.4,0.969780237,371.337669,48,10504062,1134277.6,3296976.11,11005853,11000000,11005853,0,10504062,10500000,10504062,0,VIDEO-STREAMING
541,9202321,9202321,9165249,20,0,289869,289811,10750.375,5692.701242,268.1932091,231167.55,0,289805,3730.166599,15239.19639,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
542,207985,207572,207690,758,403,206814,207287,103786,103845,28.84823425,8986.224968,60,206814,41597,92359.2201,-1,0,-1,0,-1,0,-1,0,VOIP
543,14984243,14884001,14984243,0,5,261647,300566,5640.015536,7739.794938,305.4542028,237060.8912,0,261612,3274.528628,13153.57457,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
544,14998585,14998453,14998468,44,0,6080166,6040210,15257.83622,7291.428294,202.8191326,182029.5715,0,6040210,4932.122657,113613.2574,4476138,6893587,9311036,3418789.162,1562800,3801505,6040210,3166006.973,P2P
545,14999882,14948295,14999882,0,4,175213,153665,2931.038235,4083.823033,585.004602,464564.0546,0,135679,1709.583086,9606.376951,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
546,10214757,10214372,10214628,340,183,966475,966773,192724,176114.2759,11.06242664,4627.031265,29,966475,91203.1875,204470.4433,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
547,14990816,14989982,14990556,7,65,98577,104779,19242.59564,24295.87682,93.25709821,37509.89939,7,98208,10730.72011,13523.90151,-1,0,-1,0,-1,0,-1,0,VOIP
548,14497284,14497241,14457794,731,426,3999242,3960437,690344.8095,688466.381,3.035051255,1229.057801,25,3960437,337146.1395,853518.5076,4270541,4819264.667,5684434,758206.2706,1364965,3079651.667,3960437,1485147.232,BROWSING
549,1347341,1347096,1347068,333778,1024,516525,516630,449032,269413.6,7.42202605,3096.469268,163,516362,149704.5556,229349.9618,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
550,12592425,12592425,12591881,0,0,4980510,4980782,47162.64045,26621.3129,58.92431363,48636.54141,0,4980364,16993.82591,206847.1533,3179769,4791249,6402729,2278976.871,2518775,3749569.5,4980364,1740606.274,VIDEO-STREAMING
551,538061,499544,499270,9438,9095,345289,384105,166514.6667,166423.3333,14.86820268,4631.445134,44,345289,76865.85714,123947.9713,-1,0,-1,0,-1,0,-1,0,VOIP
552,14996010,14996010,14947231,8,5,170613,134395,5035.597717,6853.384227,344.1582128,266734.4847,0,134395,2906.203488,11630.38289,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
553,14733661,14732954,14733646,42,0,2626143,2626260,21414.17733,11316.16436,135.2006131,116353.0232,0,2626088,7400.13109,84344.53684,1435916,3867213.333,5969573,2284657.839,1435253,2084044.333,2626088,602551.4896,P2P
554,14992857,14852948,14992857,13,2,1061207,1099860,70728.32381,89243.19643,25.34540281,15554.07352,2,1061158,39558.98945,117361.643,6426697,6426697,6426697,0,1061158,1061158,1061158,0,CHAT
555,14960314,14960131,14960066,42,15,74130,72865,33171.02217,25793.21724,69.04935284,25889.76408,10,72691,14496.42829,17003.18126,-1,0,-1,0,-1,0,-1,0,VOIP
556,14983290,14983290,14945241,0,0,621199,583778,2826.502547,3908.27432,609.1452545,485226.4756,0,583778,1641.824458,11109.81728,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
557,14875843,14875563,14875625,250,335,3022499,3061884,297511.26,309908.8542,6.722308107,2303.264427,30,3022499,150261.0404,396929.8263,1280191,2479395,4605884,1431309.077,1004529,1514069.6,3022499,848786.0963,FILE-TRANSFER
558,14983775,14983623,14983527,19,63,93810,93341,20004.83712,25395.80847,89.49680571,34429.44118,11,93056,11181.92164,13264.10902,-1,0,-1,0,-1,0,-1,0,VOIP
559,14988005,14987961,14987986,46,49,2806824,2817537,535284.3214,516827.1034,3.936481206,1601.013611,12,2806784,258413.8793,589783.5977,1294222,2702841,4153434,1292548.515,1020783,1919872.6,2806784,824176.3429,BROWSING
560,9571753,9571513,9571459,308,147,8439976,8476699,1063501.444,1063495.444,2.089481415,758.2728054,14,8439976,503776.4737,1926327.624,8980316,8980316,8980316,0,8439976,8439976,8439976,0,VIDEO-STREAMING
561,14974085,14974085,14973609,0,0,8795548,8795927,26316.49385,13775.16927,110.7246286,95121.80544,0,8795548,9036.864816,217097.3808,12061262,12100000,12061262,0,8795548,8795548,8795548,0,VIDEO-STREAMING
562,690593,689163,688597,108,78,346856,348366,137832.6,137719.4,17.37637074,7603.610231,19,346856,62781.18182,116813.9962,-1,0,-1,0,-1,0,-1,0,VOIP
563,14945469,14940055,14907255,8,5,156549,130837,6343.972399,8557.551665,274.263725,210745.0091,5,130406,3647.015373,13507.63049,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
564,14410952,14410302,14410942,46,0,2482942,2446233,13380.039,6705.882736,223.996305,198161.1624,0,2446233,4465.742795,59509.85438,2409728,4803546,6713885,2192431.488,1289181,1848782,2446233,579453.8804,P2P
565,14939680,14938778,14236156,30,0,871322,909175,66100.78761,66836.41315,29.51870455,16036.555,0,871279,33953.81818,96838.2197,-1,0,-1,0,-1,0,-1,0,CHAT
566,14995070,14994882,14995005,157,13,74074,71277,35365.28774,27923.65922,64.22110734,23459.2436,9,71059,15587.39085,17591.64291,-1,0,-1,0,-1,0,-1,0,VOIP
567,14984351,14983665,14984351,0,0,269431,238259,2125.644063,2947.354642,809.8448842,645292.6123,0,238259,1234.906132,8133.062462,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
568,14992433,14992151,14992200,7,16,102749,103142,21115.70563,26581.91489,85.10960162,34062.24994,7,102749,11758.77098,15124.62373,-1,0,-1,0,-1,0,-1,0,VOIP
569,13421428,13421385,13421382,366,273,2547213,2547226,639113.5714,583538.3478,3.427355122,1352.166103,16,2547169,298253.9556,640561.3961,1916250,3355345.5,4490547,1119802.972,1111007,2133996.25,2547169,685312.216,BROWSING
570,336478,336087,335553,336087,1656,336087,333897,336087,167776.5,14.85981253,5435.719423,391,333897,84119.5,166518.7219,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
571,8452009,8451964,8451751,0,0,1956114,1956140,14301.12352,7782.459484,198.6509953,165762.3649,0,1955924,5036.954112,51769.27079,6204040,6204040,6204040,0,1955924,1955924,1955924,0,VIDEO-STREAMING
572,11027463,11027334,10991438,10954,10609,10534281,10494688,2756833.5,2747859.5,0.906826892,282.4765769,47,10494559,1225273.667,3477656.923,11027334,11000000,11027334,0,10494559,10500000,10494559,0,VOIP
573,14999947,14960882,14999947,1,1,165100,143174,6581.99824,9014.391226,262.6009279,201812.7797,0,142901,3809.026663,13871.76812,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
574,14740555,14739925,14740555,43,0,1630126,1592796,10343.80702,5120.026051,292.1192587,259233.4549,0,1592780,3424.054588,31959.56393,7840189,7840189,7840189,0,1592780,1592780,1592780,0,P2P
575,14996064,14995886,14995663,29,11,1097262,1135520,50321.7651,52249.69686,39.14360462,21994.83811,8,1097215,25590.5529,78348.52708,4840155,4840155,4840155,0,1097215,1097215,1097215,0,CHAT
576,14950048,14909654,14950048,195,18,71481,68977,35926.87711,27532.31676,64.21384065,23271.49719,18,68588,15589.20542,17422.10441,-1,0,-1,0,-1,0,-1,0,VOIP
577,14949541,14948871,14911778,0,0,239777,245581,3181.964879,4390.982921,541.5550885,429496.8655,0,206888,1846.762322,10324.59467,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
578,14949562,14949342,14949339,8,69,120575,104401,21919.8563,26743.00358,83.1462487,33012.4722,7,99983,12036.68438,15373.65212,-1,0,-1,0,-1,0,-1,0,VOIP
579,13185891,13185319,13185891,760,388,2118289,2080265,659265.95,659294.55,3.185222751,1226.083243,39,2080265,321607.0976,600784.457,1893419,2544476.4,3627144,707721.8844,1401362,1814379,2080265,257602.9015,BROWSING
580,11357074,11356670,11356699,336017,1424,10517520,10518081,3785556.667,2271339.8,0.880508483,367.3481391,375,10516676,1261897.111,3475487.917,11020653,11000000,11020653,0,10516676,10500000,10516676,0,VIDEO-STREAMING
581,11604352,11604352,11603804,7,0,7398084,7397820,48351.46667,25116.45887,60.66689463,51594.43629,0,7397539,16506.90185,282558.8815,7947489,7947489,7947489,0,7397539,7397539,7397539,0,VIDEO-STREAMING
582,12810967,12774526,12810967,6,55,6821337,6859762,199601.9688,224753.807,9.601148766,5200.54419,6,6821337,105007.9262,627704.9842,11942801,11900000,11942801,0,6821337,6821337,6821337,0,VOIP
